city,timestamp,pm2_5,pm10,no2,so2,o3,co,temp_c,humidity,windspeed_kph,pressure_mb
Indore,1772704800,48.71,93.82,0.86,3.01,141.05,186.83,28.06,17,9.684,1010
Indore,1772708400,48.77,93.09,1.23,2.96,140.18,189.42,28.06,17,9.684,1010
Indore,1772712000,48.62,92.63,1.81,2.98,137.91,192.98,28.06,17,9.684,1010
Indore,1772715600,49.26,92.26,3.58,3.2,126.25,213.55,28.06,17,9.684,1010
Indore,1772719200,50.79,92.6,5.48,3.64,110.27,249.88,28.06,17,9.684,1010
Indore,1772722800,52.02,92.83,6.77,3.97,98.26,281.54,28.06,17,9.684,1010
Indore,1772726400,52.17,91.25,7.44,4.05,89.02,301.19,28.06,17,9.684,1010
Indore,1772730000,52.34,89.33,7.53,4.0,84.88,311.5,28.06,17,9.684,1010
Indore,1772733600,51.38,85.94,6.8,3.8,86.16,301.82,28.06,17,9.684,1010
Indore,1772737200,48.6,81.17,4.99,3.95,95.35,270.06,28.06,17,9.684,1010
Indore,1772740800,47.6,77.26,4.48,4.45,95.22,267.15,28.06,17,9.684,1010
Indore,1772744400,47.28,74.5,4.29,5.09,92.71,273.31,28.06,17,9.684,1010
Indore,1772748000,47.03,71.78,4.32,5.71,88.08,282.45,28.06,17,9.684,1010
Indore,1772751600,46.95,69.79,4.41,6.45,84.36,292.57,28.06,17,9.684,1010
Indore,1772755200,46.77,68.19,4.52,7.36,82.01,300.35,28.06,17,9.684,1010
Indore,1772758800,45.93,66.4,4.85,8.43,80.57,306.12,28.06,17,9.684,1010
Indore,1772762400,44.86,65.02,5.65,9.83,80.78,314.26,28.06,17,9.684,1010
Indore,1772766000,43.67,63.54,5.97,11.13,84.82,316.31,28.06,17,9.684,1010
Indore,1772769600,43.5,62.82,5.07,11.82,95.23,310.49,28.06,17,9.684,1010
Indore,1772773200,46.25,64.89,4.03,11.58,108.95,308.93,28.06,17,9.684,1010
Indore,1772776800,51.65,69.66,2.86,11.07,126.33,300.24,28.06,17,9.684,1010
Indore,1772780400,39.23,59.65,1.19,7.7,138.29,193.18,28.06,17,9.684,1010
Indore,1772784000,36.22,58.54,0.8,5.57,138.76,164.35,28.06,17,9.684,1010
Indore,1772787600,36.0,58.57,0.76,4.9,138.67,158.5,28.06,17,9.684,1010
Indore,1772791200,36.62,59.17,0.94,4.69,140.36,160.16,28.06,17,9.684,1010
Indore,1772794800,37.0,59.22,1.4,4.65,139.78,165.04,28.06,17,9.684,1010
Indore,1772798400,37.06,58.95,2.15,4.67,137.66,171.22,28.06,17,9.684,1010
Indore,1772802000,37.61,59.19,4.33,4.86,125.35,196.52,28.06,17,9.684,1010
Indore,1772805600,38.95,60.78,6.67,5.27,108.05,239.61,28.06,17,9.684,1010
Nagpur,1772413200,37.91,47.68,13.15,4.82,38.42,386.23,31.33,15,10.836,1008
Nagpur,1772416800,37.87,48.88,14.73,5.33,33.81,411.19,31.33,15,10.836,1008
Nagpur,1772420400,37.19,49.46,13.52,5.93,36.07,428.68,31.33,15,10.836,1008
Nagpur,1772424000,34.57,48.05,9.33,12.35,68.68,339.0,31.33,15,10.836,1008
Nagpur,1772427600,38.13,52.2,8.08,15.47,84.15,325.07,31.33,15,10.836,1008
Nagpur,1772431200,47.84,62.56,6.71,19.0,107.12,312.3,31.33,15,10.836,1008
Nagpur,1772434800,41.46,56.06,2.75,16.85,139.9,190.31,31.33,15,10.836,1008
Nagpur,1772438400,37.78,50.32,1.42,11.2,144.57,163.13,31.33,15,10.836,1008
Nagpur,1772442000,37.08,48.88,1.25,9.42,145.47,157.9,31.33,15,10.836,1008
Nagpur,1772445600,37.12,48.78,1.33,8.44,147.23,157.58,31.33,15,10.836,1008
Nagpur,1772449200,37.05,48.73,1.66,7.92,146.8,159.64,31.33,15,10.836,1008
Nagpur,1772452800,36.77,48.55,2.27,7.75,144.84,162.92,31.33,15,10.836,1008
Nagpur,1772456400,37.54,49.8,5.37,8.07,131.68,193.39,31.33,15,10.836,1008
Nagpur,1772460000,39.48,52.77,9.0,8.67,117.42,244.37,31.33,15,10.836,1008
Nagpur,1772463600,41.45,55.82,11.28,9.03,108.54,288.85,31.33,15,10.836,1008
Nagpur,1772467200,42.39,57.27,12.2,9.24,102.38,317.18,31.33,15,10.836,1008
Nagpur,1772470800,44.83,60.1,12.61,9.51,99.93,340.19,31.33,15,10.836,1008
Nagpur,1772474400,47.2,62.38,12.78,9.48,97.24,356.37,31.33,15,10.836,1008
Nagpur,1772478000,48.24,62.84,12.27,8.77,90.34,360.76,31.33,15,10.836,1008
Nagpur,1772481600,48.75,63.04,11.85,7.64,79.3,372.07,31.33,15,10.836,1008
Nagpur,1772485200,48.48,62.62,11.68,6.68,69.19,385.95,31.33,15,10.836,1008
Nagpur,1772488800,46.24,60.72,11.01,6.22,63.33,382.02,31.33,15,10.836,1008
Nagpur,1772492400,46.06,61.54,10.79,5.75,57.54,382.55,31.33,15,10.836,1008
Nagpur,1772496000,46.57,63.47,10.91,5.32,52.48,386.32,31.33,15,10.836,1008
Nagpur,1772499600,46.7,65.49,11.48,5.3,48.36,390.03,31.33,15,10.836,1008
Nagpur,1772503200,47.1,68.86,12.81,6.18,45.96,403.36,31.33,15,10.836,1008
Nagpur,1772506800,47.14,72.47,12.0,8.23,52.67,399.96,31.33,15,10.836,1008
Nagpur,1772510400,46.7,76.44,8.96,12.81,78.02,343.68,31.33,15,10.836,1008
Nagpur,1772514000,50.16,80.11,7.77,14.6,92.51,339.47,31.33,15,10.836,1008
Nagpur,1772517600,59.6,89.87,6.3,17.41,117.14,332.01,31.33,15,10.836,1008
Nagpur,1772521200,49.75,81.6,2.61,15.16,149.36,204.61,31.33,15,10.836,1008
Nagpur,1772524800,43.44,72.44,1.43,9.96,150.33,171.48,31.33,15,10.836,1008
Nagpur,1772528400,42.07,69.95,1.31,8.59,151.0,165.15,31.33,15,10.836,1008
Nagpur,1772532000,42.63,70.27,1.88,8.18,150.28,172.33,31.33,15,10.836,1008
Nagpur,1772535600,43.72,71.29,3.05,8.28,146.47,187.1,31.33,15,10.836,1008
Nagpur,1772539200,44.5,72.25,4.81,8.66,141.32,203.43,31.33,15,10.836,1008
Nagpur,1772542800,45.96,73.41,8.4,9.25,123.98,240.42,31.33,15,10.836,1008
Nagpur,1772546400,48.32,75.68,11.61,9.68,104.47,291.62,31.33,15,10.836,1008
Nagpur,1772550000,50.51,78.19,13.66,9.79,91.88,335.33,31.33,15,10.836,1008
Nagpur,1772553600,51.55,79.2,14.55,9.75,82.95,363.2,31.33,15,10.836,1008
Nagpur,1772557200,53.24,81.34,15.13,9.67,77.33,389.5,31.33,15,10.836,1008
Nagpur,1772560800,54.45,82.47,15.46,9.11,72.02,409.26,31.33,15,10.836,1008
Nagpur,1772564400,53.96,80.78,14.98,7.82,64.77,415.81,31.33,15,10.836,1008
Nagpur,1772568000,54.46,80.27,14.32,6.64,57.9,428.08,31.33,15,10.836,1008
Nagpur,1772571600,55.11,79.97,13.84,5.88,52.37,440.05,31.33,15,10.836,1008
Nagpur,1772575200,55.22,79.41,13.22,5.48,49.27,444.15,31.33,15,10.836,1008
Nagpur,1772578800,55.51,79.77,12.72,5.22,47.44,445.86,31.33,15,10.836,1008
Nagpur,1772582400,55.86,80.91,12.5,5.14,46.22,446.99,31.33,15,10.836,1008
Nagpur,1772586000,55.79,82.42,12.78,5.39,44.57,447.66,31.33,15,10.836,1008
Nagpur,1772589600,55.95,85.8,14.01,6.33,43.44,459.87,31.33,15,10.836,1008
Nagpur,1772593200,55.96,89.99,13.19,8.06,49.14,461.09,31.33,15,10.836,1008
Nagpur,1772596800,56.03,95.19,10.63,11.74,68.21,425.86,31.33,15,10.836,1008
Nagpur,1772600400,59.68,100.65,9.09,13.56,86.54,412.71,31.33,15,10.836,1008
Nagpur,1772604000,70.05,113.67,6.99,16.05,116.28,390.02,31.33,15,10.836,1008
Nagpur,1772607600,56.42,107.28,2.64,15.5,152.3,215.16,31.33,15,10.836,1008
Nagpur,1772611200,50.0,94.59,1.48,10.73,152.94,177.82,31.33,15,10.836,1008
Nagpur,1772614800,47.74,88.38,1.36,9.27,153.04,168.99,31.33,15,10.836,1008
Nagpur,1772618400,47.58,85.98,1.65,8.92,154.21,170.03,31.33,15,10.836,1008
Nagpur,1772622000,48.34,85.23,2.48,9.26,152.4,177.8,31.33,15,10.836,1008
Nagpur,1772625600,48.81,84.6,3.87,9.87,148.16,188.35,31.33,15,10.836,1008
Nagpur,1772629200,50.01,84.39,7.4,10.63,132.71,222.67,31.33,15,10.836,1008
Nagpur,1772632800,52.22,85.94,10.92,11.46,115.41,274.65,31.33,15,10.836,1008
Nagpur,1772636400,54.42,88.34,13.16,12.16,104.57,320.07,31.33,15,10.836,1008
Nagpur,1772640000,55.67,89.72,13.99,12.59,96.64,348.9,31.33,15,10.836,1008
Nagpur,1772643600,57.89,92.25,14.34,12.63,90.61,375.61,31.33,15,10.836,1008
Nagpur,1772647200,58.93,92.31,14.65,11.72,83.01,397.75,31.33,15,10.836,1008
Nagpur,1772650800,56.14,86.58,13.8,9.79,74.75,398.54,31.33,15,10.836,1008
Nagpur,1772654400,55.01,83.04,12.91,8.38,68.12,402.45,31.33,15,10.836,1008
Nagpur,1772658000,53.94,79.7,12.23,7.43,63.13,405.79,31.33,15,10.836,1008
Nagpur,1772661600,51.61,75.08,11.51,6.73,59.61,400.82,31.33,15,10.836,1008
Nagpur,1772665200,49.8,71.34,11.31,5.91,55.17,400.4,31.33,15,10.836,1008
Nagpur,1772668800,48.27,68.45,11.5,5.34,51.04,402.98,31.33,15,10.836,1008
Nagpur,1772672400,46.39,65.71,12.26,5.23,47.16,406.76,31.33,15,10.836,1008
Nagpur,1772676000,45.12,64.71,14.03,5.79,43.78,424.76,31.33,15,10.836,1008
Nagpur,1772679600,44.14,64.36,13.55,6.78,47.1,439.69,31.33,15,10.836,1008
Nagpur,1772683200,42.63,63.09,11.43,8.49,61.34,422.12,31.33,15,10.836,1008
Nagpur,1772686800,43.78,63.81,9.79,9.63,77.93,403.85,31.33,15,10.836,1008
Nagpur,1772690400,51.12,71.1,7.48,11.55,106.12,371.9,31.33,15,10.836,1008
Nagpur,1772694000,37.45,59.28,2.29,13.06,157.46,180.91,31.33,15,10.836,1008
Nagpur,1772697600,30.1,47.69,1.31,8.76,156.24,146.62,31.33,15,10.836,1008
Nagpur,1772701200,27.49,42.67,1.19,7.41,154.6,138.25,31.33,15,10.836,1008
Nagpur,1772704800,27.38,41.38,1.95,7.23,151.68,146.7,31.33,15,10.836,1008
Nagpur,1772708400,28.37,41.84,3.55,7.61,144.77,166.91,31.33,15,10.836,1008
Nagpur,1772712000,29.15,42.51,5.94,8.2,136.25,190.02,31.33,15,10.836,1008
Nagpur,1772715600,30.33,44.12,9.84,8.96,121.83,229.05,31.33,15,10.836,1008
Nagpur,1772719200,32.04,46.77,12.74,9.76,109.93,275.43,31.33,15,10.836,1008
Nagpur,1772722800,33.62,49.4,14.39,10.36,103.08,310.87,31.33,15,10.836,1008
Nagpur,1772726400,34.44,50.99,14.51,10.58,97.95,328.66,31.33,15,10.836,1008
Nagpur,1772730000,36.05,53.56,14.81,10.67,92.54,350.16,31.33,15,10.836,1008
Nagpur,1772733600,37.91,56.01,14.93,10.21,85.08,366.02,31.33,15,10.836,1008
Nagpur,1772737200,37.23,54.99,14.02,8.56,73.12,365.01,31.33,15,10.836,1008
Nagpur,1772740800,37.88,55.55,13.15,7.27,64.42,368.05,31.33,15,10.836,1008
Nagpur,1772744400,38.6,56.32,12.57,6.32,57.94,371.68,31.33,15,10.836,1008
Nagpur,1772748000,39.03,57.04,11.99,5.61,52.97,372.29,31.33,15,10.836,1008
Nagpur,1772751600,39.74,58.56,11.62,5.17,49.7,373.66,31.33,15,10.836,1008
Nagpur,1772755200,40.49,60.34,11.51,4.96,47.5,376.78,31.33,15,10.836,1008
Nagpur,1772758800,41.02,62.17,11.98,5.13,45.26,382.2,31.33,15,10.836,1008
Nagpur,1772762400,41.87,65.22,13.47,5.79,42.76,403.02,31.33,15,10.836,1008
Nagpur,1772766000,42.8,68.96,12.67,6.73,46.88,419.95,31.33,15,10.836,1008
Nagpur,1772769600,43.62,73.36,10.37,9.05,65.09,395.89,31.33,15,10.836,1008
Nagpur,1772773200,46.82,77.8,8.69,11.18,84.54,373.9,31.33,15,10.836,1008
Nagpur,1772776800,56.06,88.37,6.65,13.86,111.85,350.24,31.33,15,10.836,1008
Nagpur,1772780400,46.31,83.7,2.26,12.99,149.06,194.06,31.33,15,10.836,1008
Nagpur,1772784000,40.04,73.72,1.37,9.22,147.66,161.07,31.33,15,10.836,1008
Nagpur,1772787600,38.33,69.71,1.31,8.29,147.16,154.24,31.33,15,10.836,1008
Nagpur,1772791200,38.84,69.13,1.95,8.27,147.11,161.38,31.33,15,10.836,1008
Nagpur,1772794800,40.05,69.75,3.4,8.65,144.39,178.44,31.33,15,10.836,1008
Nagpur,1772798400,40.92,70.41,5.62,9.16,140.11,198.21,31.33,15,10.836,1008
Nagpur,1772802000,42.3,71.56,9.59,10.0,128.79,236.88,31.33,15,10.836,1008
Nagpur,1772805600,44.42,73.83,12.82,10.99,116.79,288.64,31.33,15,10.836,1008
Raipur,1772413200,51.53,56.91,7.11,4.82,49.5,318.61,30.84,16,0.324,1007
Raipur,1772416800,49.31,55.26,8.73,6.41,47.43,331.17,30.84,16,0.324,1007
Raipur,1772420400,46.24,52.72,8.96,10.75,54.03,335.64,30.84,16,0.324,1007
Raipur,1772424000,31.37,38.96,8.85,22.77,98.35,266.72,30.84,16,0.324,1007
Raipur,1772427600,30.23,37.76,8.25,23.13,106.14,255.92,30.84,16,0.324,1007
Raipur,1772431200,32.63,40.13,7.76,23.08,112.42,257.71,30.84,16,0.324,1007
Raipur,1772434800,32.28,39.77,2.91,12.76,126.66,192.44,30.84,16,0.324,1007
Raipur,1772438400,32.76,40.23,1.24,8.76,132.02,170.02,30.84,16,0.324,1007
Raipur,1772442000,33.98,41.59,1.07,8.34,134.98,168.87,30.84,16,0.324,1007
Raipur,1772445600,36.07,43.73,1.82,8.33,124.45,182.75,30.84,16,0.324,1007
Raipur,1772449200,38.12,45.84,3.11,8.21,109.72,206.5,30.84,16,0.324,1007
Raipur,1772452800,39.54,47.55,4.8,7.87,98.58,230.02,30.84,16,0.324,1007
Raipur,1772456400,40.93,49.36,6.29,7.33,87.27,253.72,30.84,16,0.324,1007
Raipur,1772460000,42.76,51.78,6.77,6.48,77.99,277.74,30.84,16,0.324,1007
Raipur,1772463600,44.36,53.9,6.8,5.63,73.72,295.05,30.84,16,0.324,1007
Raipur,1772467200,45.08,54.76,6.6,4.99,71.56,303.07,30.84,16,0.324,1007
Raipur,1772470800,46.64,56.46,6.67,4.39,67.49,317.29,30.84,16,0.324,1007
Raipur,1772474400,48.2,58.03,6.77,3.8,62.91,329.57,30.84,16,0.324,1007
Raipur,1772478000,48.94,58.61,6.43,3.27,60.0,331.42,30.84,16,0.324,1007
Raipur,1772481600,49.85,59.6,6.1,3.16,60.14,332.79,30.84,16,0.324,1007
Raipur,1772485200,51.37,61.36,6.67,3.76,61.0,346.55,30.84,16,0.324,1007
Raipur,1772488800,53.38,63.68,8.23,4.56,60.0,373.01,30.84,16,0.324,1007
Raipur,1772492400,55.79,66.39,9.85,4.8,56.67,403.57,30.84,16,0.324,1007
Raipur,1772496000,58.27,69.17,11.33,4.85,53.03,433.26,30.84,16,0.324,1007
Raipur,1772499600,71.02,84.29,22.79,7.68,34.94,662.08,30.84,16,0.324,1007
Raipur,1772503200,72.19,86.59,23.92,8.56,31.39,707.83,30.84,16,0.324,1007
Raipur,1772506800,72.52,88.28,19.72,10.74,39.65,725.52,30.84,16,0.324,1007
Raipur,1772510400,71.26,91.12,14.19,24.57,91.29,572.12,30.84,16,0.324,1007
Raipur,1772514000,72.19,94.18,10.5,25.43,115.23,514.23,30.84,16,0.324,1007
Raipur,1772517600,83.23,107.57,7.07,26.55,143.22,466.35,30.84,16,0.324,1007
Raipur,1772521200,65.0,95.51,2.31,20.77,160.3,264.72,30.84,16,0.324,1007
Raipur,1772524800,56.11,85.2,1.4,15.07,157.03,212.92,30.84,16,0.324,1007
Raipur,1772528400,54.64,82.86,1.37,13.62,157.29,204.62,30.84,16,0.324,1007
Raipur,1772532000,56.84,84.17,2.4,13.93,154.38,220.19,30.84,16,0.324,1007
Raipur,1772535600,60.33,86.63,4.42,14.76,145.91,253.62,30.84,16,0.324,1007
Raipur,1772539200,62.92,88.76,6.98,15.18,134.74,287.97,30.84,16,0.324,1007
Raipur,1772542800,64.78,90.36,8.73,14.91,119.42,318.51,30.84,16,0.324,1007
Raipur,1772546400,66.89,92.42,8.89,13.94,107.83,343.54,30.84,16,0.324,1007
Raipur,1772550000,68.61,94.15,8.46,12.49,102.31,360.67,30.84,16,0.324,1007
Raipur,1772553600,68.68,93.55,8.06,10.28,95.28,371.21,30.84,16,0.324,1007
Raipur,1772557200,69.85,94.62,8.37,8.15,86.55,393.48,30.84,16,0.324,1007
Raipur,1772560800,70.76,95.96,8.64,6.58,79.13,409.97,30.84,16,0.324,1007
Raipur,1772564400,70.61,96.0,8.41,5.41,73.14,413.18,30.84,16,0.324,1007
Raipur,1772568000,71.39,97.04,8.49,4.87,68.08,424.3,30.84,16,0.324,1007
Raipur,1772571600,73.79,99.35,10.51,5.71,61.39,465.35,30.84,16,0.324,1007
Raipur,1772575200,76.69,101.63,13.8,7.89,53.06,522.47,30.84,16,0.324,1007
Raipur,1772578800,79.24,103.57,16.17,9.37,47.58,569.38,30.84,16,0.324,1007
Raipur,1772582400,80.96,104.61,17.6,9.56,43.98,604.8,30.84,16,0.324,1007
Raipur,1772586000,81.23,104.85,18.95,10.32,40.77,631.04,30.84,16,0.324,1007
Raipur,1772589600,80.79,105.95,20.17,13.39,38.92,660.76,30.84,16,0.324,1007
Raipur,1772593200,79.73,107.8,17.91,20.21,48.65,668.94,30.84,16,0.324,1007
Raipur,1772596800,80.13,114.91,16.64,39.82,86.11,636.97,30.84,16,0.324,1007
Raipur,1772600400,83.29,120.04,15.84,46.3,107.93,618.92,30.84,16,0.324,1007
Raipur,1772604000,92.2,130.8,14.82,51.32,133.69,602.38,30.84,16,0.324,1007
Raipur,1772607600,64.53,105.11,4.7,25.69,157.12,307.71,30.84,16,0.324,1007
Raipur,1772611200,52.98,88.57,2.06,15.17,159.84,226.99,30.84,16,0.324,1007
Raipur,1772614800,49.3,81.51,1.73,12.7,162.26,209.25,30.84,16,0.324,1007
Raipur,1772618400,49.79,79.72,2.86,12.34,157.92,221.47,30.84,16,0.324,1007
Raipur,1772622000,52.25,80.54,5.11,12.92,148.06,255.51,30.84,16,0.324,1007
Raipur,1772625600,54.2,81.52,7.84,13.07,135.79,290.62,30.84,16,0.324,1007
Raipur,1772629200,55.62,82.35,9.82,12.34,118.23,324.2,30.84,16,0.324,1007
Raipur,1772632800,57.54,84.03,10.22,10.88,102.3,358.22,30.84,16,0.324,1007
Raipur,1772636400,59.45,86.11,10.14,9.31,92.25,385.29,30.84,16,0.324,1007
Raipur,1772640000,59.81,86.63,9.49,7.91,86.31,395.12,30.84,16,0.324,1007
Raipur,1772643600,60.62,88.06,9.32,7.51,84.43,407.04,30.84,16,0.324,1007
Raipur,1772647200,61.19,88.77,9.53,7.48,83.18,415.66,30.84,16,0.324,1007
Raipur,1772650800,61.3,88.22,9.56,7.4,81.2,416.21,30.84,16,0.324,1007
Raipur,1772654400,63.04,89.38,10.47,7.69,76.6,436.56,30.84,16,0.324,1007
Raipur,1772658000,65.98,91.54,13.41,8.85,69.45,490.04,30.84,16,0.324,1007
Raipur,1772661600,68.15,92.61,17.43,10.25,60.95,559.77,30.84,16,0.324,1007
Raipur,1772665200,69.75,93.77,20.12,10.98,55.53,610.75,30.84,16,0.324,1007
Raipur,1772668800,70.97,94.95,21.48,10.93,53.06,640.7,30.84,16,0.324,1007
Raipur,1772672400,71.3,95.83,22.15,11.36,52.14,657.71,30.84,16,0.324,1007
Raipur,1772676000,71.07,97.16,22.72,14.25,51.32,683.77,30.84,16,0.324,1007
Raipur,1772679600,71.33,99.75,20.0,21.28,60.6,710.16,30.84,16,0.324,1007
Raipur,1772683200,72.61,104.18,18.1,33.21,85.15,702.4,30.84,16,0.324,1007
Raipur,1772686800,76.8,109.09,17.39,39.75,108.57,689.93,30.84,16,0.324,1007
Raipur,1772690400,86.04,119.37,18.38,51.46,132.63,689.43,30.84,16,0.324,1007
Raipur,1772694000,55.39,91.53,7.35,31.38,155.25,326.18,30.84,16,0.324,1007
Raipur,1772697600,48.66,81.88,2.9,18.28,161.91,235.63,30.84,16,0.324,1007
Raipur,1772701200,47.62,79.03,2.1,15.31,165.04,217.31,30.84,16,0.324,1007
Raipur,1772704800,48.36,78.58,2.57,14.66,165.19,220.22,30.84,16,0.324,1007
Raipur,1772708400,49.53,78.33,3.93,15.38,159.28,235.7,30.84,16,0.324,1007
Raipur,1772712000,49.59,77.21,5.81,16.2,149.57,252.04,30.84,16,0.324,1007
Raipur,1772715600,49.75,75.52,8.24,16.2,128.4,280.77,30.84,16,0.324,1007
Raipur,1772719200,50.25,74.4,9.77,14.93,105.43,317.53,30.84,16,0.324,1007
Raipur,1772722800,49.76,72.96,10.11,12.78,89.61,341.88,30.84,16,0.324,1007
Raipur,1772726400,48.57,71.18,9.76,10.3,78.83,352.95,30.84,16,0.324,1007
Raipur,1772730000,48.03,70.58,9.67,8.77,71.88,364.4,30.84,16,0.324,1007
Raipur,1772733600,47.22,69.66,9.7,7.88,67.01,371.25,30.84,16,0.324,1007
Raipur,1772737200,45.51,67.63,9.01,6.79,63.74,360.84,30.84,16,0.324,1007
Raipur,1772740800,44.67,67.08,8.25,5.77,62.96,356.24,30.84,16,0.324,1007
Raipur,1772744400,44.22,67.38,7.71,4.99,62.89,354.65,30.84,16,0.324,1007
Raipur,1772748000,43.72,68.39,7.38,5.21,64.91,353.9,30.84,16,0.324,1007
Raipur,1772751600,43.8,70.33,7.42,6.1,68.02,357.18,30.84,16,0.324,1007
Raipur,1772755200,45.03,73.28,7.8,6.88,69.26,365.54,30.84,16,0.324,1007
Raipur,1772758800,45.8,75.96,9.15,8.05,67.95,380.81,30.84,16,0.324,1007
Raipur,1772762400,46.6,79.74,11.79,9.96,64.85,408.76,30.84,16,0.324,1007
Raipur,1772766000,47.95,85.32,12.73,12.59,69.65,434.85,30.84,16,0.324,1007
Raipur,1772769600,49.17,93.06,11.8,19.39,89.37,435.05,30.84,16,0.324,1007
Raipur,1772773200,54.23,99.54,12.34,27.0,106.81,451.1,30.84,16,0.324,1007
Raipur,1772776800,64.34,111.32,14.44,38.0,125.84,477.75,30.84,16,0.324,1007
Raipur,1772780400,55.09,111.98,5.13,21.42,146.68,258.66,30.84,16,0.324,1007
Raipur,1772784000,51.32,104.25,2.21,13.26,148.73,205.48,30.84,16,0.324,1007
Raipur,1772787600,51.3,101.22,1.89,12.16,151.03,198.48,30.84,16,0.324,1007
Raipur,1772791200,54.25,101.35,3.34,12.83,148.79,221.01,30.84,16,0.324,1007
Raipur,1772794800,58.06,102.6,6.06,13.78,141.04,264.04,30.84,16,0.324,1007
Raipur,1772798400,60.79,104.26,9.15,13.6,129.91,304.42,30.84,16,0.324,1007
Raipur,1772802000,62.48,105.45,11.05,12.46,113.14,338.79,30.84,16,0.324,1007
Raipur,1772805600,64.26,106.92,11.22,11.12,98.85,368.15,30.84,16,0.324,1007
Shimla,1772413200,75.7,94.7,7.08,5.53,57.82,497.65,14.27,35,2.556,1012
Shimla,1772416800,75.66,96.23,8.29,6.06,55.44,515.17,14.27,35,2.556,1012
Shimla,1772420400,77.18,100.09,8.9,6.8,57.07,537.24,14.27,35,2.556,1012
Shimla,1772424000,79.31,104.84,7.58,7.96,68.92,541.41,14.27,35,2.556,1012
Shimla,1772427600,81.99,109.71,6.33,8.41,78.59,548.75,14.27,35,2.556,1012
Shimla,1772431200,86.11,116.37,4.62,9.46,100.66,536.54,14.27,35,2.556,1012
Shimla,1772434800,64.56,97.31,1.91,8.92,140.45,371.42,14.27,35,2.556,1012
Shimla,1772438400,50.62,78.9,1.32,5.8,140.18,295.2,14.27,35,2.556,1012
Shimla,1772442000,43.04,67.09,1.33,4.35,136.69,266.02,14.27,35,2.556,1012
Shimla,1772445600,42.02,63.88,1.76,3.98,132.22,270.12,14.27,35,2.556,1012
Shimla,1772449200,46.92,68.72,2.72,4.31,124.08,297.39,14.27,35,2.556,1012
Shimla,1772452800,52.62,75.02,4.23,4.79,117.22,330.13,14.27,35,2.556,1012
Shimla,1772456400,57.72,80.49,5.95,5.16,105.77,364.09,14.27,35,2.556,1012
Shimla,1772460000,63.88,87.47,6.95,5.56,95.3,406.65,14.27,35,2.556,1012
Shimla,1772463600,70.17,94.87,7.56,5.97,89.34,445.08,14.27,35,2.556,1012
Shimla,1772467200,74.44,99.59,7.94,6.03,82.8,471.9,14.27,35,2.556,1012
Shimla,1772470800,78.53,104.19,8.5,5.82,75.42,501.96,14.27,35,2.556,1012
Shimla,1772474400,81.37,106.93,8.84,5.39,69.21,520.6,14.27,35,2.556,1012
Shimla,1772478000,81.8,106.35,8.55,4.75,63.31,518.02,14.27,35,2.556,1012
Shimla,1772481600,82.02,105.66,7.93,4.28,58.83,514.17,14.27,35,2.556,1012
Shimla,1772485200,81.62,104.3,7.36,4.06,55.96,509.24,14.27,35,2.556,1012
Shimla,1772488800,79.94,101.62,6.9,4.05,54.1,502.09,14.27,35,2.556,1012
Shimla,1772492400,79.18,100.27,6.58,4.25,54.08,499.08,14.27,35,2.556,1012
Shimla,1772496000,79.61,100.53,6.43,4.63,55.73,499.27,14.27,35,2.556,1012
Shimla,1772499600,81.39,104.05,6.28,4.48,49.98,495.55,14.27,35,2.556,1012
Shimla,1772503200,83.48,107.85,7.22,5.37,51.13,519.32,14.27,35,2.556,1012
Shimla,1772506800,84.86,111.79,7.46,6.43,56.74,537.37,14.27,35,2.556,1012
Shimla,1772510400,84.2,113.52,6.21,7.27,69.54,533.62,14.27,35,2.556,1012
Shimla,1772514000,83.75,113.69,5.01,6.78,79.73,531.74,14.27,35,2.556,1012
Shimla,1772517600,82.5,112.43,3.46,6.67,100.31,512.15,14.27,35,2.556,1012
Shimla,1772521200,67.05,96.23,2.02,7.29,131.58,411.76,14.27,35,2.556,1012
Shimla,1772524800,60.91,88.98,1.66,6.8,139.87,359.62,14.27,35,2.556,1012
Shimla,1772528400,59.68,87.03,1.7,6.53,143.55,339.38,14.27,35,2.556,1012
Shimla,1772532000,59.14,86.01,2.05,6.18,142.43,330.28,14.27,35,2.556,1012
Shimla,1772535600,60.15,86.69,2.9,6.02,132.29,332.55,14.27,35,2.556,1012
Shimla,1772539200,62.04,88.92,4.38,6.32,122.55,345.06,14.27,35,2.556,1012
Shimla,1772542800,64.14,91.26,6.31,6.6,107.58,368.97,14.27,35,2.556,1012
Shimla,1772546400,67.72,95.28,7.68,6.72,90.46,407.29,14.27,35,2.556,1012
Shimla,1772550000,71.71,99.85,8.61,6.66,77.74,443.94,14.27,35,2.556,1012
Shimla,1772553600,74.56,102.18,9.32,5.91,62.04,475.19,14.27,35,2.556,1012
Shimla,1772557200,78.82,106.53,10.16,4.93,47.49,520.81,14.27,35,2.556,1012
Shimla,1772560800,82.61,110.36,10.61,4.03,38.17,554.1,14.27,35,2.556,1012
Shimla,1772564400,84.5,111.73,9.99,3.28,33.29,559.62,14.27,35,2.556,1012
Shimla,1772568000,86.47,113.67,8.95,3.0,32.28,560.41,14.27,35,2.556,1012
Shimla,1772571600,88.12,115.52,8.03,2.89,33.05,561.21,14.27,35,2.556,1012
Shimla,1772575200,89.16,116.66,7.31,2.85,34.18,559.07,14.27,35,2.556,1012
